Name,Platform,DOIs,PubDates,Code,Description,License,Assembly,Alignment,UMIs,Quantification,QualityControl,Normalisation,Imputation,Integration,GeneFiltering,Clustering,Classification,Ordering,DifferentialExpression,MarkerGenes,ExpressionPatterns,VariableGenes,GeneSets,GeneNetworks,CellCycle,DimensionalityReduction,Transformation,Modality,AlternativeSplicing,RareCells,StemCells,Immune,Variants,Haplotypes,AlleleSpecific,Visualisation,Interactive,Simulation,Added,Updated
clusterExperiment,R,10.1101/280545,PREPRINT,https://github.com/epurdom/clusterExperiment,Functions for running and comparing many different clusterings of single-cell sequencing data. Meant to work with SCONE and slingshot.,Artistic-2.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8/09/2016,14/03/2018
ClusterMap,R,10.1101/331330,PREPRINT,https://github.com/xgaoo/ClusterMap,ClusterMap is an R package to analyze and compare two or more single cell expression datasets,MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12/11/2018,12/11/2018
ClusterMine,R,10.1101/255711,PREPRINT,http://www.genemine.org/clustermine.php,ClusterMine is a knowledge-integrated clustering approach to cluster samples based on gene expression profile. ,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/02/2017,5/02/2017
CNNC,Python,10.1101/365007,PREPRINT,https://github.com/xiaoyeye/CNNC,Convolutional neural network co-expression analysis (CNNC),MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/11/2018,12/11/2018
CONICS,R/Python,10.1093/bioinformatics/bty316,20/04/2018,https://github.com/diazlab/CONICS,CONICS: COpy-Number analysis In single-Cell RNA-Sequencing,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1/05/2018,1/05/2018
Conos,R/C++,10.1101/460246,PREPRINT,https://github.com/hms-dbmi/conos,Clustering on Network of Samples,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9/11/2018,9/11/2018
countClust,R,,,https://github.com/kkdey/CountClust,"Clustering and Visualizing RNA-Seq Expression Data using Grade of Membership Models. Fits grade of membership models (GoM, also known as admixture models) to cluster RNA-seq gene expression count data, identifies characteristic genes driving cluster memberships, and provides a visual summary of the cluster memberships.",GPL (>= 2),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12/09/2016,12/09/2016
CSMF,Matlab,10.1101/272443,PREPRINT,http://page.amss.ac.cn/shihua.zhang/software.html,CSMF (Common and Specific Matrix Factorization) is a MATLAB package to simultaneously extract common and specific patterns from the data of two or multiple biological interrelated conditions via matrix factorization.,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/03/2018,8/03/2018
D3E,Python,10.1186/s12859-016-0944-6,29/02/2016,https://github.com/hemberg-lab/D3E,"D3E is a tool for identifying differentially-expressed genes, based on single-cell RNA-seq data. D3E consists of two modules: one for identifying differentially expressed (DE) genes, and one for fitting the parameters of a Poisson-Beta distribution.",GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9/09/2016,9/09/2016
DCA,Python,10.1101/300681,PREPRINT,https://github.com/theislab/dca,"A deep count autoencoder network to denoise scRNA-seq data and remove the dropout effect by taking the count structure, overdispersed nature and sparsity of the data into account using a deep autoencoder with zero-inflated negative binomial (ZINB) loss function.",Apache-2.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17/04/2018,17/04/2018
DCA_R,R,10.1371/journal.pcbi.1006391,6/08/2018,https://github.com/cran/DCA,Finding dominant latent signals that regulate dynamic correlation between many pairs of variables.,GPL-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10/08/2018,10/08/2018
DECENT,R,10.1101/225177,PREPRINT,https://github.com/cz-ye/DECENT,Differential Expression with Capture Efficiency AdjustmeNT for Single-Cell RNA-seq Data,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20/12/2017,20/12/2017
DECODE,C++/R/MATLAB,10.1101/241646,PREPRINT,https://github.com/shmohammadi86/DECODE,DECODE-ing sparsity patterns in single-cell RNA-seq,GPL (>= 2),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/11/2018,12/11/2018
DeepImpute,Python,10.1101/353607,PREPRINT,https://github.com/lanagarmire/DeepImpute,DeepImpute: an accurate and efficient deep learning method for single-cell RNA-seq data imputation,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9/11/2018,9/11/2018
DeLorean,R,10.1093/bioinformatics/btw372,17/06/2016,https://github.com/JohnReid/DeLorean,R package to model time series accounting for noise in the temporal dimension. Specifically designed for single cell transcriptome experiments.,MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9/09/2016,9/09/2016
demuxlet,C++,10.1101/118778;10.1038/nbt.4042,PREPRINT;2017-12-11,https://github.com/statgen/demuxlet,Genetic multiplexing of barcoded single cell RNA-seq,Apache-2.0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29/03/2017,14/03/2018
DENDRO,R,10.1101/457622,PREPRINT,https://github.com/zhouzilu/DENDRO,"DENDRO, stands for Dna based EvolutioNary tree preDiction by scRna-seq technOlogy, is an R package, which takes scRNA-seq data for a tumor (or related somatic tissues) and accurately reconstructs its phylogeny, assigning each single cell from the single cell RNA sequencing (scRNA-seq) data to a subclone.",GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,14/11/2018,14/11/2018
DendroSplit,Python,10.1101/191254,PREPRINT,https://github.com/jessemzhang/dendrosplit,"DendroSplit, an interpretable framework for analyzing single-cell RNA-Seq datasets.",CC-BY-NC-SA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19/01/2018,19/01/2018
densityCut,R,10.1093/bioinformatics/btw227,23/04/2016,https://bitbucket.org/jerry00/densitycut_dev,densityCut is an efficient density-based clustering algorithm to analyze large-scale biological data,GPL (>=2),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13/11/2018,13/11/2018
DensityPath,R/Matlab,10.1101/276311,PREPRINT,https://github.com/ucasdp/DensityPath,DensityPath can accurately and efficiently reconstruct the underlying cell developmental trajectories for large-scale scRNAseq data.,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/03/2018,8/03/2018
DepecheR,R,10.1101/396135,PREPRINT,https://github.com/Theorell/DepecheR,DepecheR is an R package for clustering cytometry and single-cell RNA sequencing data according to a minimal set of biological markers,MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,14/11/2018,14/11/2018
DESCEND,R,10.1101/227033,PREPRINT,https://github.com/jingshuw/descend,DESCEND deconvolves the true gene expression distribution across cells for UMI scRNA-seq counts,GPL (>=2),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20/12/2017,20/12/2017
DEsingle,R,10.1101/173997;10.1093/bioinformatics/bty332,PREPRINT;2018-04-24,https://github.com/miaozhun/DEsingle,DEsingle is an R package for differential expression (DE) analysis of single-cell RNA-seq (scRNA-seq) data. It will detect differentially expressed genes between two groups of cells in a scRNA-seq raw read counts matrix.,GPL-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15/03/2018,1/05/2018
destiny,R,10.1093/bioinformatics/btv715,15/04/2016,https://www.helmholtz-muenchen.de/icb/research/groups/quantitative-single-cell-dynamics/software/destiny/index.html,Diffusion maps for single-cell RNA-seq.,GPL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9/09/2016,18/04/2017
Dhaka,Python,10.1101/183863,PREPRINT,https://github.com/MicrosoftGenomics/Dhaka,Python module applying deep learning to improve clustering and other analysis of single-cell genomic data (gene expression and copy number variation).,MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13/11/2018,13/11/2018
DIMMSC,R,arxiv/1704.02007;10.1093/bioinformatics/btx490,PREPRINT;2017-09-02,https://www.pitt.edu/~wec47/singlecell.html,DIMMSC is an R package for clustering droplet-based single cell transcriptomic data. It uses Dirichlet mixture prior to characterize variations across different clusters.,GPL (>=2),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15/03/2018,15/03/2018
DISCO,Python,,,https://pbtech-vc.med.cornell.edu/git/mason-lab/disco/tree/master,Distributions of Isoforms in Single Cell Omics,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15/03/2018,15/03/2018
DistMap,R,10.1126/science.aan3235,31/10/2017,https://github.com/rajewsky-lab/distmap,DistMap can be used to spatially map single cell RNA sequencing data by using an existing reference database of in situs.,MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1/09/2017,1/09/2017
DoubletDecon,R,10.1101/364810,PREPRINT,https://github.com/EDePasquale/DoubletDecon,A cell-state aware tool for removing doublets from single-cell RNA-seq data,MIT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28/07/2018,18/07/2018
DoubletDetection,Python,,,https://github.com/JonathanShor/DoubletDetection,DoubletDetection is a Python3 package to detect doublets (technical errors) in single-cell RNA-seq count matrices.,MIT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13/05/2018,13/05/2018
DoubletFinder,R,10.1101/352484,PREPRINT,https://github.com/chris-mcginnis-ucsf/DoubletFinder,DoubletFinder is an R package that predicts doublets in single-cell RNA sequencing data.,CC-0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27/06/2018,27/06/2018
DPT,R/MATLAB,10.1038/nmeth.3971,29/08/2016,http://www.helmholtz-muenchen.de/icb/research/groups/machine-learning/projects/dpt/index.html,"Our DPT software implementations make it possible to reconstruct the developmental progression of cells and identify transient or metastable states, branching decisions and differentiation endpoints.",GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22/09/2016,1/08/2017
DrImpute,R,10.1101/181479;10.1186/s12859-018-2226-y,PREPRINT;2018-06-08,https://github.com/ikwak2/DrImpute,DrImpute is an R package for imputing dropout events in single-cell RNA-sequencing data.,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1/09/2017,19/06/2018
dropbead,R,10.1101/099473,PREPRINT,https://github.com/rajewsky-lab/dropbead,"It offers a quick and straightfoward way to explore and perform basic analysis of single cell sequencing data coming from droplet sequencing, such as Drop-seq.",GPL-3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16/01/2017,16/01/2017
dropClust,R/C++/Python,10.1101/170308,PREPRINT,https://github.com/debsin/dropClust,Efficient clustering of ultra-large scRNA-seq data,GPL (>= 3),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20/08/2017,20/08/2017
dropEst,C++/R,10.1101/171496;10.1186/s13059-018-1449-6,PREPRINT;2018-06-19,https://github.com/hms-dbmi/dropEst,Pipeline for estimating molecular count matrices for droplet-based single-cell RNA-seq measurements.,GPL-3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20/08/2017,27/06/2018
DropLasso,R/C++,arxiv/1802.09381,PREPRINT,https://github.com/jpvert/droplasso,"Dropout Lasso, a robust variant of Lasso for data with dropout.",GPL (>=2),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/03/2018,8/03/2018
DropletUtils,R,10.1101/234872;10.1038/s41467-018-05083-x,PREPRINT;2018-07-10,https://github.com/MarioniLab/DropletUtils,Package for handling droplet-based single-cell RNA-seq data,GPL-3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19/01/2018,18/07/2018
dropSeqPipe,Snakemake,,,https://github.com/Hoohm/dropSeqPipe,This pipeline is based on snakemake and the dropseq tools provided by the McCarroll Lab. It allows to go from raw data of your dropSeq/scrbSeq experiment until the final count matrix with QC plots along the way.,CC BY-SA 4.0,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21/05/2017,11/09/2017
dropsim,R,,,https://github.com/marchinilab/dropsim,This is an R package for quickly simulating single cell RNAseq read count data.,MIT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,18/01/2018,18/01/2018
DrSeq2,Python,10.1371/journal.pone.0180583,3/07/2017,https://github.com/ChengchenZhao/DrSeq2,Quality control and analysis pipeline for parallel single cell transcriptome and epigenome data,GPL-3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26/06/2017,25/09/2017
DTWScore,R,10.1186/s12859-017-1647-3,23/05/2017,https://github.com/xiaoxiaoxier/DTWscore,Transcriptional heterogeneity analysis for time-series single-cell RNA-seq data,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30/05/2017,30/05/2017
dynverse,R,10.1101/276907,PREPRINT,https://github.com/dynverse/dynverse,"dynverse is created to support the development, execution, and benchmarking of trajectory inference methods.",GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15/03/2018,15/03/2018
ECLAIR,Python,10.1101/036533,PREPRINT,https://github.com/GGiecold/ECLAIR,"ECLAIR stands for Ensemble Clustering for Lineage Analysis, Inference and Robustness. Robust and scalable inference of cell lineages from gene expression data.",MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8/09/2016,8/09/2016
embeddr,R,10.1101/027219,PREPRINT,https://github.com/kieranrcampbell/embeddr,Embeddr creates a reduced dimensional representation of the gene space using a high-variance gene correlation graph and laplacian eigenmaps. It then fits a smooth pseudotime trajectory using principal curves.,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/09/2016,12/09/2016
ESAT,Java,10.1101/gr.207902.116,28/07/2016,https://github.com/garber-lab/ESAT,"The ESAT toolkit is designed for expression analysis of Digital expression (DGE) libraries that target transcript ""ends"". ESAT takes a set of alignment files (SAM or BAM) with genome alignment coordinates, a file containing transcript coordinates (BED or text file) and outputs read counts for each transcript provided.",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9/09/2016,9/09/2016
Falco,AWS,10.1101/064006;10.1093/bioinformatics/btw732,PREPRINT;2016-12-13,https://github.com/VCCRI/Falco,A Cloud-based Genetic Feature Quantification Analysis Tool,GPL-3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/09/2016,14/03/2018
FastProject,Python,10.1186/s12859-016-1176-5,23/08/2016,https://github.com/YosefLab/FastProject,"Here we present FastProject, a software package for two-dimensional visualization of single cell data, which utilizes a plethora of projection methods and provides a way to systematically investigate the biological relevance of these low dimensional representations by incorporating domain knowledge.",Custom,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9/09/2016,9/09/2016
FateID,R,10.1101/218115,PREPRINT,https://github.com/dgrun/FateID,"FateID is a random forests-based algorithm for the quantification of the fate biases of multipotent progenitors, i. e. the probabilities of differentiating towards particular cell lineages.",GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21/11/2017,21/11/2017
FiRE,Python/C++/R,10.1038/s41467-018-07234-6,9/11/2018,https://github.com/princethewinner/FiRE,FiRE - Finder of Rare Entities,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13/11/2018,13/11/2018
